date,home,away,odds_home,odds_draw,odds_away,prob_home,prob_draw,prob_away
2025-09-05 00:00:00,Bermuda,Jamaica,10.19,5.29,1.25,0.0903,0.1739,0.7359
2025-09-05 00:00:00,Brazil,Chile,1.18,6.48,17.75,0.8009,0.1458,0.0532
2025-09-05 00:00:00,Colombia,Bolivia,1.11,9.2,22.44,0.8546,0.1031,0.0423
2025-09-05 00:00:00,Congo,Tanzania,3.42,2.97,2.18,0.2688,0.3095,0.4217
2025-09-05 00:00:00,Denmark,Scotland,1.44,4.19,7.84,0.6547,0.225,0.1203
2025-09-05 00:00:00,Djibouti,Burkina Faso,21.38,7.63,1.11,0.0434,0.1215,0.8351
2025-09-05 00:00:00,Egypt,Ethiopia,1.13,6.88,20.88,0.8208,0.1348,0.0444
2025-09-05 00:00:00,Faroe Islands,Croatia,11.28,5.5,1.26,0.0833,0.1709,0.7458
2025-09-05 00:00:00,Greece,Belarus,1.15,7.03,19.16,0.8173,0.1337,0.0491
2025-09-05 00:00:00,Guatemala,El Salvador,1.71,3.27,5.02,0.5366,0.2806,0.1828
2025-09-05 00:00:00,Iceland,Azerbaijan,1.43,4.41,7.26,0.6574,0.2132,0.1295
2025-09-05 00:00:00,Italy,Estonia,1.05,13.28,32.38,0.8997,0.0711,0.0292
2025-09-05 00:00:00,Ivory Coast,Burundi,1.2,5.49,15.09,0.7704,0.1684,0.0613
2025-09-05 00:00:00,Kenya,Gambia,2.2,2.88,3.53,0.4189,0.32,0.2611
2025-09-05 00:00:00,Lesotho,South Africa,17.09,4.65,1.24,0.0542,0.1991,0.7467
2025-09-05 00:00:00,Mauritania,Togo,2.77,2.91,2.62,0.3323,0.3163,0.3513
2025-09-05 00:00:00,Moldova,Israel,5.97,4.06,1.53,0.1569,0.2308,0.6123
2025-09-05 00:00:00,Montenegro,Czech Republic,5.16,3.81,1.65,0.1824,0.2471,0.5705
2025-09-05 00:00:00,Morocco,Niger,1.15,6.6,17.0,0.8052,0.1403,0.0545
2025-09-05 00:00:00,Namibia,Malawi,2.25,2.63,3.83,0.4093,0.3502,0.2405
2025-09-05 00:00:00,Paraguay,Ecuador,2.38,2.65,3.81,0.3964,0.356,0.2476
2025-09-05 00:00:00,Senegal,Sudan,1.21,5.05,18.69,0.7667,0.1837,0.0496
2025-09-05 00:00:00,Slovenia,Sweden,3.38,3.27,2.17,0.2785,0.2878,0.4337
2025-09-05 00:00:00,Somalia,Guinea,12.0,5.91,1.21,0.0772,0.1568,0.7659
2025-09-05 00:00:00,South Sudan,DR Congo,6.56,3.67,1.51,0.1402,0.2506,0.6092
2025-09-05 00:00:00,Switzerland,Kosovo,1.39,4.74,7.41,0.6753,0.198,0.1267
2025-09-05 00:00:00,Uganda,Mozambique,1.87,3.06,4.51,0.4936,0.3017,0.2047
2025-09-05 00:00:00,Ukraine,France,9.25,5.12,1.32,0.1019,0.1841,0.714
2025-09-05 00:00:00,Uruguay,Peru,1.42,4.07,8.97,0.6635,0.2315,0.105
2025-09-04 00:00:00,Algeria,Botswana,1.22,5.45,13.44,0.7607,0.1703,0.069
2025-09-04 00:00:00,Angola,Libya,1.58,3.4,6.41,0.5844,0.2716,0.144
2025-09-04 00:00:00,Bulgaria,Spain,34.56,12.59,1.05,0.0273,0.0749,0.8978
2025-09-04 00:00:00,Cameroon,Eswatini,1.18,5.68,16.53,0.7818,0.1624,0.0558
2025-09-04 00:00:00,Chad,Ghana,17.09,6.8,1.14,0.054,0.1358,0.8101
2025-09-04 00:00:00,Georgia,Turkey,2.96,3.38,2.33,0.3179,0.2784,0.4038
2025-09-04 00:00:00,Guinea Bissau,Sierra Leone,2.12,3.03,3.52,0.4344,0.3039,0.2616
2025-09-04 00:00:00,Kazakhstan,Wales,6.05,3.66,1.6,0.1554,0.2569,0.5877
2025-09-04 00:00:00,Liechtenstein,Belgium,84.7,29.1,1.01,0.0114,0.0332,0.9554
2025-09-04 00:00:00,Lithuania,Malta,1.59,3.45,6.85,0.5907,0.2722,0.1371
2025-09-04 00:00:00,Luxembourg,Northern Ireland,3.72,2.85,2.25,0.2526,0.3297,0.4177
2025-09-04 00:00:00,Madagascar,Central Africa,1.82,3.29,4.35,0.5072,0.2806,0.2122
2025-09-04 00:00:00,Mali,Comoros,1.4,4.03,8.41,0.6606,0.2295,0.11
2025-09-04 00:00:00,Mauritius,Cape Verde,7.56,3.87,1.44,0.1219,0.2381,0.64
2025-09-04 00:00:00,Netherlands,Poland,1.26,5.74,10.44,0.7462,0.1638,0.0901
2025-09-04 00:00:00,Sao Tome and Principe,Equatorial Guinea,12.03,4.48,1.29,0.0769,0.2064,0.7168
2025-09-04 00:00:00,Slovakia,Germany,6.96,4.75,1.41,0.1351,0.198,0.6669
2025-09-04 00:00:00,Suriname,Panama,4.78,3.43,1.69,0.1915,0.2669,0.5416
2025-09-04 00:00:00,Tunisia,Liberia,1.24,5.19,12.0,0.745,0.178,0.077
2025-09-03 00:00:00,Seychelles,Gabon,27.64,11.21,1.05,0.0336,0.0828,0.8837
2025-06-11 00:00:00,Argentina,Colombia,1.65,3.45,5.84,0.5679,0.2716,0.1605
2025-06-11 00:00:00,Brazil,Paraguay,1.37,4.45,9.34,0.6875,0.2117,0.1008
2025-06-11 00:00:00,Costa Rica,Trinidad & Tobago,1.27,5.13,8.66,0.7172,0.1776,0.1052
2025-06-11 00:00:00,Dominican Republic,Dominica,1.03,15.42,29.83,0.908,0.0607,0.0314
2025-06-11 00:00:00,El Salvador,Suriname,2.18,2.74,3.65,0.4179,0.3325,0.2496
2025-06-11 00:00:00,Guyana,Montserrat,1.69,3.35,4.82,0.5391,0.2719,0.189
2025-06-11 00:00:00,Honduras,Antigua and Barbuda,1.03,13.13,35.27,0.9028,0.0708,0.0264
2025-06-11 00:00:00,Jamaica,Guatemala,2.07,3.26,3.28,0.4413,0.2802,0.2785
2025-06-11 00:00:00,Panama,Nicaragua,1.32,4.62,8.28,0.692,0.1977,0.1103
2025-06-11 00:00:00,Peru,Ecuador,3.41,2.59,2.57,0.2745,0.3614,0.3642
2025-06-11 00:00:00,Puerto Rico,Saint Vincent and the Grenadines,1.36,4.64,6.78,0.6695,0.1962,0.1343
2025-06-11 00:00:00,Uruguay,Venezuela,1.61,3.56,6.02,0.5815,0.263,0.1555
2025-06-10 00:00:00,Bolivia,Chile,1.72,3.53,5.0,0.5461,0.2661,0.1878
2025-06-10 00:00:00,China,Bahrain,2.32,2.91,3.25,0.3982,0.3175,0.2843
2025-06-10 00:00:00,Cuba,Bermuda,1.49,4.23,5.2,0.6102,0.2149,0.1748
2025-06-10 00:00:00,Finland,Poland,3.24,3.1,2.32,0.2906,0.3037,0.4058
2025-06-10 00:00:00,Haiti,Curacao,2.06,3.33,3.18,0.4412,0.2729,0.2858
2025-06-10 00:00:00,Iran,North Korea,1.15,6.95,15.35,0.8062,0.1334,0.0604
2025-06-10 00:00:00,Japan,Indonesia,1.11,8.1,18.41,0.8352,0.1145,0.0504
2025-06-10 00:00:00,Jordan,Iraq,2.19,3.0,3.43,0.4222,0.3082,0.2696
2025-06-10 00:00:00,Kyrgyzstan,United Arab Emirates,4.73,3.55,1.71,0.1961,0.2613,0.5425
2025-06-10 00:00:00,Latvia,Albania,4.93,3.2,1.79,0.1889,0.291,0.5202
2025-06-10 00:00:00,Netherlands,Malta,1.03,17.8,58.0,0.9297,0.0538,0.0165
2025-06-10 00:00:00,Palestine,Oman,2.2,2.9,3.56,0.4208,0.3192,0.26
2025-06-10 00:00:00,Romania,Cyprus,1.38,4.82,7.74,0.6828,0.1955,0.1217
2025-06-10 00:00:00,Saint Kitts and Nevis,Grenada,4.36,4.08,1.59,0.2079,0.2221,0.57
2025-06-10 00:00:00,Saint Lucia,Barbados,1.77,3.89,3.59,0.5133,0.2336,0.2531
2025-06-10 00:00:00,San Marino,Austria,79.57,24.21,1.01,0.012,0.0396,0.9484
2025-06-10 00:00:00,Saudi Arabia,Australia,1.94,3.17,4.01,0.4771,0.292,0.2308
2025-06-10 00:00:00,Serbia,Andorra,1.05,11.53,41.71,0.8959,0.0816,0.0226
2025-06-10 00:00:00,South Korea,Kuwait,1.11,8.34,18.94,0.8391,0.1117,0.0492
2025-06-10 00:00:00,Uzbekistan,Qatar,1.57,3.59,6.02,0.5889,0.2575,0.1536
2025-06-09 00:00:00,Belgium,Wales,1.37,4.73,8.26,0.687,0.199,0.114
2025-06-09 00:00:00,Croatia,Czech Republic,2.01,3.33,3.72,0.4664,0.2815,0.252
2025-06-09 00:00:00,Estonia,Norway,23.19,9.68,1.1,0.0409,0.0979,0.8613
2025-06-09 00:00:00,Faroe Islands,Gibraltar,1.26,5.33,12.97,0.7499,0.1773,0.0728
2025-06-09 00:00:00,Italy,Moldova,1.04,14.03,39.6,0.9088,0.0674,0.0239
2025-06-09 00:00:00,Kazakhstan,North Macedonia,4.03,3.22,1.98,0.2333,0.2919,0.4748
2025-06-08 00:00:00,Bahamas,Costa Rica,77.18,36.0,1.0,0.0124,0.0267,0.9609
2025-06-08 00:00:00,Belize,Panama,37.73,13.38,1.03,0.0247,0.0697,0.9056
2025-06-07 00:00:00,Albania,Serbia,3.68,2.95,2.21,0.2556,0.3188,0.4256
2025-06-07 00:00:00,Andorra,England,79.58,22.04,1.01,0.012,0.0433,0.9447
2025-06-07 00:00:00,Anguilla,El Salvador,49.9,22.6,1.01,0.019,0.042,0.939
2025-06-07 00:00:00,Aruba,Haiti,19.65,10.05,1.06,0.0465,0.091,0.8625
2025-06-07 00:00:00,Austria,Romania,1.32,5.27,8.8,0.714,0.1788,0.1071
2025-06-07 00:00:00,Bosnia,San Marino,1.02,17.1,55.67,0.9277,0.0553,0.017
2025-06-07 00:00:00,British Virgin Islands,Jamaica,53.5,20.9,1.01,0.0177,0.0453,0.937
2025-06-07 00:00:00,Cayman Islands,Honduras,57.36,22.82,1.01,0.0166,0.0417,0.9417
2025-06-07 00:00:00,Curacao,Saint Lucia,1.13,7.32,13.29,0.8068,0.1246,0.0686
2025-06-07 00:00:00,Finland,Netherlands,12.78,5.93,1.23,0.0738,0.1591,0.7671
2025-06-07 00:00:00,Guatemala,Dominican Republic,2.1,3.09,3.33,0.4329,0.2942,0.273
2025-06-07 00:00:00,Malta,Lithuania,2.67,2.74,3.09,0.3523,0.3433,0.3044
2025-06-07 00:00:00,Nicaragua,Guyana,1.36,4.43,7.46,0.6715,0.2061,0.1224
2025-06-07 00:00:00,Trinidad & Tobago,Saint Kitts and Nevis,1.08,9.37,17.24,0.849,0.0979,0.0532
2025-06-06 00:00:00,Antigua and Barbuda,Cuba,5.0,4.09,1.52,0.1814,0.2218,0.5968
2025-06-06 00:00:00,Chile,Argentina,5.04,3.27,1.78,0.1861,0.2869,0.527
2025-06-06 00:00:00,Colombia,Peru,1.3,4.97,10.4,0.7212,0.1886,0.0902
2025-06-06 00:00:00,Czech Republic,Montenegro,1.3,5.25,10.16,0.727,0.18,0.093
2025-06-06 00:00:00,Ecuador,Brazil,3.98,2.91,2.12,0.2356,0.3222,0.4422
2025-06-06 00:00:00,Estonia,Israel,6.54,4.15,1.5,0.1442,0.2272,0.6286
2025-06-06 00:00:00,Gibraltar,Croatia,73.75,21.17,1.02,0.013,0.0454,0.9416
2025-06-06 00:00:00,North Macedonia,Belgium,8.81,4.74,1.35,0.1066,0.1981,0.6954
2025-06-06 00:00:00,Norway,Italy,2.63,3.26,2.65,0.3572,0.2882,0.3545
2025-06-06 00:00:00,Paraguay,Uruguay,2.78,2.58,3.13,0.3372,0.3633,0.2995
2025-06-06 00:00:00,Suriname,Puerto Rico,1.3,4.72,8.35,0.6988,0.1925,0.1088
2025-06-06 00:00:00,Venezuela,Bolivia,1.34,4.99,8.62,0.7023,0.1886,0.1092
2025-06-06 00:00:00,Wales,Liechtenstein,1.02,19.5,71.54,0.9376,0.049,0.0134
2025-06-05 00:00:00,Australia,Japan,2.58,2.98,2.79,0.3584,0.3103,0.3314
2025-06-05 00:00:00,Bahrain,Saudi Arabia,4.15,3.02,1.97,0.2232,0.3067,0.4701
2025-06-05 00:00:00,Bermuda,Cayman Islands,1.17,6.29,11.88,0.7785,0.1448,0.0767
2025-06-05 00:00:00,Grenada,Bahamas,1.05,11.68,23.93,0.882,0.0793,0.0387
2025-06-05 00:00:00,Indonesia,China,1.7,3.83,4.29,0.5434,0.2412,0.2153
2025-06-05 00:00:00,Iraq,South Korea,3.65,3.13,2.06,0.2539,0.2961,0.4499
2025-06-05 00:00:00,Kuwait,Palestine,3.65,3.23,2.01,0.2534,0.2864,0.4602
2025-06-05 00:00:00,North Korea,Kyrgyzstan,2.69,3.07,2.6,0.3435,0.301,0.3554
2025-06-05 00:00:00,Oman,Jordan,3.15,2.91,2.38,0.2936,0.3178,0.3886
2025-06-05 00:00:00,Qatar,Iran,2.71,3.15,2.54,0.3416,0.2939,0.3645
2025-06-05 00:00:00,Saint Vincent and the Grenadines,Anguilla,1.09,8.69,18.88,0.8452,0.106,0.0488
2025-06-05 00:00:00,United Arab Emirates,Uzbekistan,2.73,3.0,2.62,0.3388,0.3083,0.353
2025-06-04 00:00:00,Barbados,Aruba,1.95,3.56,3.27,0.4664,0.2555,0.2781
2025-06-04 00:00:00,Dominica,British Virgin Islands,1.3,4.87,8.22,0.7017,0.1873,0.111
2025-06-04 00:00:00,Montserrat,Belize,2.22,3.12,3.04,0.4095,0.2914,0.2991
2025-03-26 00:00:00,Argentina,Brazil,2.31,2.86,3.55,0.4068,0.3285,0.2647
2025-03-26 00:00:00,Chile,Ecuador,2.89,2.85,2.71,0.3246,0.3292,0.3462
2025-03-26 00:00:00,Colombia,Paraguay,1.43,4.07,8.39,0.6571,0.2309,0.112
2025-03-26 00:00:00,Venezuela,Peru,2.0,3.03,4.23,0.4688,0.3095,0.2217
2025-03-25 00:00:00,Algeria,Mozambique,1.24,5.13,12.03,0.7436,0.1797,0.0766
2025-03-25 00:00:00,Angola,Cape Verde,1.98,2.83,4.37,0.4645,0.325,0.2105
2025-03-25 00:00:00,Benin,South Africa,4.22,2.92,1.99,0.219,0.3165,0.4645
2025-03-25 00:00:00,Bolivia,Uruguay,2.69,3.01,2.76,0.3486,0.3116,0.3398
2025-03-25 00:00:00,Botswana,Somalia,1.28,4.72,10.59,0.7184,0.1948,0.0868
2025-03-25 00:00:00,Burundi,Seychelles,1.09,8.3,21.88,0.8466,0.1112,0.0422
2025-03-25 00:00:00,Cameroon,Libya,1.35,4.19,9.52,0.6831,0.2201,0.0969
2025-03-25 00:00:00,China,Australia,5.67,3.78,1.57,0.1636,0.2454,0.5909
2025-03-25 00:00:00,Comoros,Chad,1.16,6.32,16.25,0.7969,0.1463,0.0569
2025-03-25 00:00:00,Egypt,Sierra Leone,1.15,6.43,17.25,0.8029,0.1436,0.0535
2025-03-25 00:00:00,Gibraltar,Czech Republic,53.07,17.67,1.02,0.0178,0.0536,0.9286
2025-03-25 00:00:00,Indonesia,Bahrain,1.94,3.39,3.72,0.4776,0.2733,0.2491
2025-03-25 00:00:00,Iran,Uzbekistan,1.88,2.96,4.57,0.4886,0.3103,0.201
2025-03-25 00:00:00,Israel,Norway,5.75,4.3,1.52,0.1634,0.2185,0.6181
2025-03-25 00:00:00,Japan,Saudi Arabia,1.45,4.05,7.0,0.6389,0.2287,0.1323
2025-03-25 00:00:00,Kuwait,Oman,3.64,2.86,2.16,0.2527,0.3216,0.4258
2025-03-25 00:00:00,Kyrgyzstan,Qatar,5.44,3.78,1.56,0.1687,0.2428,0.5884
2025-03-25 00:00:00,Liechtenstein,Kazakhstan,10.03,4.17,1.38,0.0937,0.2254,0.681
2025-03-25 00:00:00,Mauritania,DR Congo,3.74,2.78,2.21,0.2477,0.3332,0.4191
2025-03-25 00:00:00,Moldova,Estonia,1.95,3.1,4.39,0.4823,0.3034,0.2143
2025-03-25 00:00:00,Montenegro,Faroe Islands,1.47,4.03,7.52,0.6409,0.2338,0.1253
2025-03-25 00:00:00,Morocco,Tanzania,1.12,7.36,19.0,0.8257,0.1256,0.0487
2025-03-25 00:00:00,Nigeria,Zimbabwe,1.2,5.48,14.34,0.7677,0.1681,0.0642
2025-03-25 00:00:00,North Korea,United Arab Emirates,4.46,3.34,1.77,0.206,0.275,0.519
2025-03-25 00:00:00,North Macedonia,Wales,3.16,3.09,2.36,0.2975,0.3042,0.3983
2025-03-25 00:00:00,Palestine,Iraq,4.02,2.91,2.01,0.2282,0.3153,0.4565
2025-03-25 00:00:00,Rwanda,Lesotho,1.5,3.37,8.27,0.6148,0.2737,0.1115
2025-03-25 00:00:00,Senegal,Togo,1.23,5.02,13.16,0.7471,0.1831,0.0698
2025-03-25 00:00:00,South Korea,Jordan,1.48,3.97,6.66,0.627,0.2337,0.1393
2025-03-25 00:00:00,Sudan,South Sudan,1.3,4.49,10.83,0.7094,0.2054,0.0852
2025-03-25 00:00:00,Uganda,Guinea,3.4,2.77,2.29,0.2694,0.3307,0.4
2025-03-24 00:00:00,Albania,Andorra,1.18,5.93,21.31,0.7972,0.1586,0.0441
2025-03-24 00:00:00,Bosnia,Cyprus,1.45,4.26,7.19,0.6485,0.2207,0.1308
2025-03-24 00:00:00,Central Africa,Mali,9.22,4.52,1.32,0.0998,0.2035,0.6968
2025-03-24 00:00:00,England,Latvia,1.02,19.03,55.6,0.9329,0.05,0.0171
2025-03-24 00:00:00,Ethiopia,Djibouti,1.38,4.05,8.23,0.6629,0.2259,0.1112
2025-03-24 00:00:00,Guinea Bissau,Burkina Faso,3.72,2.86,2.14,0.2476,0.322,0.4304
2025-03-24 00:00:00,Ivory Coast,Gambia,1.29,4.54,11.56,0.7165,0.2036,0.08
2025-03-24 00:00:00,Liberia,Sao Tome and Principe,1.26,4.86,11.73,0.7317,0.1897,0.0786
2025-03-24 00:00:00,Lithuania,Finland,3.54,2.96,2.23,0.2643,0.3161,0.4196
2025-03-24 00:00:00,Madagascar,Ghana,4.16,3.15,1.88,0.2206,0.2913,0.4881
2025-03-24 00:00:00,Namibia,Equatorial Guinea,2.99,2.92,2.43,0.3073,0.3146,0.3781
2025-03-24 00:00:00,New Caledonia,New Zealand,34.82,17.36,1.01,0.0267,0.0535,0.9198
2025-03-24 00:00:00,Poland,Malta,1.2,6.32,13.75,0.783,0.1487,0.0683
2025-03-24 00:00:00,San Marino,Romania,43.94,14.28,1.04,0.0216,0.0664,0.912
2025-03-24 00:00:00,Tunisia,Malawi,1.28,4.55,11.63,0.7187,0.2022,0.0791
2025-03-23 00:00:00,Eswatini,Mauritius,1.85,3.1,4.3,0.4933,0.2944,0.2123
2025-03-23 00:00:00,Kenya,Gabon,2.65,2.76,2.87,0.3468,0.333,0.3202
2025-03-22 00:00:00,Czech Republic,Faroe Islands,1.12,8.25,20.09,0.8393,0.1139,0.0468
2025-03-22 00:00:00,Israel,Estonia,1.32,4.97,9.22,0.7098,0.1885,0.1016
2025-03-22 00:00:00,Liechtenstein,North Macedonia,15.5,6.89,1.15,0.0598,0.1345,0.8057
2025-03-22 00:00:00,Moldova,Norway,10.25,5.18,1.29,0.0915,0.1811,0.7273
2025-03-22 00:00:00,Montenegro,Gibraltar,1.08,10.53,24.44,0.872,0.0894,0.0385
2025-03-22 00:00:00,Sudan,Senegal,11.03,3.98,1.34,0.0833,0.2309,0.6858
2025-03-22 00:00:00,Togo,Mauritania,1.73,3.17,5.1,0.5305,0.2895,0.18
2025-03-22 00:00:00,Wales,Kazakhstan,1.27,5.44,11.05,0.7416,0.1731,0.0852
2025-03-21 00:00:00,Andorra,Latvia,4.51,2.87,1.99,0.2067,0.3248,0.4685
2025-03-21 00:00:00,Botswana,Algeria,6.83,3.64,1.51,0.1351,0.2536,0.6113
2025-03-21 00:00:00,Brazil,Colombia,1.62,3.64,5.75,0.5791,0.2577,0.1632
2025-03-21 00:00:00,Burkina Faso,Djibouti,1.07,9.69,22.88,0.8642,0.0954,0.0404
2025-03-21 00:00:00,Burundi,Ivory Coast,11.44,4.75,1.27,0.0805,0.194,0.7255
2025-03-21 00:00:00,Cyprus,San Marino,1.16,6.64,17.72,0.8063,0.1409,0.0528
2025-03-21 00:00:00,DR Congo,South Sudan,1.11,7.31,21.56,0.831,0.1262,0.0428
2025-03-21 00:00:00,Ecuador,Venezuela,1.3,4.75,11.72,0.7222,0.1977,0.0801
2025-03-21 00:00:00,England,Albania,1.12,7.94,22.19,0.8393,0.1184,0.0424
2025-03-21 00:00:00,Equatorial Guinea,Sao Tome and Principe,1.14,6.31,20.07,0.8081,0.146,0.0459
2025-03-21 00:00:00,Ethiopia,Egypt,11.09,5.08,1.25,0.083,0.1811,0.736
2025-03-21 00:00:00,Ghana,Chad,1.03,12.92,27.67,0.8953,0.0714,0.0333
2025-03-21 00:00:00,Guinea,Somalia,1.07,9.59,22.0,0.8619,0.0962,0.0419
2025-03-21 00:00:00,Malta,Finland,4.54,3.09,1.9,0.2058,0.3024,0.4918
2025-03-21 00:00:00,New Caledonia,Tahiti,1.61,3.54,4.85,0.5597,0.2545,0.1858
2025-03-21 00:00:00,New Zealand,Fiji,1.02,12.93,28.29,0.8969,0.0708,0.0323
2025-03-21 00:00:00,Niger,Morocco,21.44,8.41,1.09,0.0431,0.1098,0.8471
2025-03-21 00:00:00,Peru,Bolivia,1.47,3.92,7.7,0.6386,0.2395,0.1219
2025-03-21 00:00:00,Poland,Lithuania,1.24,5.73,11.67,0.7561,0.1636,0.0803
2025-03-21 00:00:00,Romania,Bosnia,1.86,3.42,4.16,0.5023,0.2732,0.2246
2025-03-21 00:00:00,Rwanda,Nigeria,6.04,3.13,1.65,0.1517,0.2928,0.5555
2025-03-21 00:00:00,Uruguay,Argentina,2.63,2.83,3.02,0.3571,0.3319,0.311
2025-03-20 00:00:00,Australia,Indonesia,1.53,3.86,5.73,0.6012,0.2383,0.1605
2025-03-20 00:00:00,Cape Verde,Mauritius,1.19,5.66,14.88,0.7751,0.163,0.062
2025-03-20 00:00:00,Comoros,Mali,6.09,3.31,1.61,0.151,0.2778,0.5712
2025-03-20 00:00:00,Gabon,Seychelles,1.01,17.87,44.93,0.9268,0.0524,0.0208
2025-03-20 00:00:00,Gambia,Kenya,2.35,2.93,3.12,0.3914,0.3139,0.2948
2025-03-20 00:00:00,Iran,United Arab Emirates,1.4,4.13,7.6,0.6565,0.2225,0.1209
2025-03-20 00:00:00,Iraq,Kuwait,1.3,4.63,9.55,0.7058,0.1982,0.0961
2025-03-20 00:00:00,Japan,Bahrain,1.1,8.4,18.83,0.8408,0.1101,0.0491
2025-03-20 00:00:00,Jordan,Palestine,1.59,3.49,5.8,0.5781,0.2634,0.1585
2025-03-20 00:00:00,Libya,Angola,3.04,2.69,2.59,0.3027,0.3421,0.3553
2025-03-20 00:00:00,Malawi,Namibia,2.29,2.75,3.51,0.4024,0.3351,0.2625
2025-03-20 00:00:00,Mozambique,Uganda,2.84,2.84,2.62,0.3243,0.3243,0.3515
2025-03-20 00:00:00,Paraguay,Chile,1.87,3.14,4.79,0.5035,0.2999,0.1966
2025-03-20 00:00:00,Qatar,North Korea,1.55,3.86,5.44,0.593,0.2381,0.1689
2025-03-20 00:00:00,Saudi Arabia,China,1.39,4.36,7.45,0.6643,0.2118,0.1239
2025-03-20 00:00:00,Sierra Leone,Guinea Bissau,3.46,2.85,2.23,0.2656,0.3224,0.412
2025-03-20 00:00:00,South Korea,Oman,1.18,6.17,13.43,0.7818,0.1495,0.0687
2025-03-20 00:00:00,Uzbekistan,Kyrgyzstan,1.21,5.82,11.91,0.7637,0.1588,0.0776
2025-03-20 00:00:00,Zimbabwe,Benin,3.07,2.87,2.42,0.2996,0.3204,0.38
2025-03-19 00:00:00,Central Africa,Madagascar,2.69,3.01,2.59,0.341,0.3048,0.3542
2025-03-19 00:00:00,Eswatini,Cameroon,12.41,4.28,1.3,0.0744,0.2156,0.71
2025-03-19 00:00:00,Liberia,Tunisia,4.9,3.01,1.81,0.1874,0.3051,0.5074
2024-11-20 00:00:00,Argentina,Peru,1.15,6.89,19.12,0.815,0.136,0.049
2024-11-20 00:00:00,Brazil,Uruguay,1.6,3.64,6.05,0.5868,0.258,0.1552
2024-11-20 00:00:00,Chile,Venezuela,2.13,2.94,3.86,0.4393,0.3183,0.2424
2024-11-19 00:00:00,Bahrain,Australia,5.93,3.08,1.68,0.1549,0.2983,0.5468
2024-11-19 00:00:00,Bolivia,Paraguay,2.07,2.91,4.15,0.4525,0.3219,0.2257
2024-11-19 00:00:00,China,Japan,14.54,7.48,1.13,0.0632,0.1229,0.8138
2024-11-19 00:00:00,Colombia,Ecuador,1.69,3.35,5.63,0.5541,0.2795,0.1663
2024-11-19 00:00:00,Indonesia,Saudi Arabia,4.18,3.15,1.87,0.2192,0.2909,0.49
2024-11-19 00:00:00,Kuwait,Jordan,5.52,3.43,1.62,0.1662,0.2675,0.5663
2024-11-19 00:00:00,Kyrgyzstan,Iran,12.35,5.63,1.2,0.0742,0.1627,0.7632
2024-11-19 00:00:00,North Korea,Uzbekistan,4.39,3.34,1.78,0.2092,0.2749,0.5159
2024-11-19 00:00:00,Oman,Iraq,2.72,2.69,2.84,0.3368,0.3406,0.3226
2024-11-19 00:00:00,Palestine,South Korea,10.58,5.22,1.25,0.087,0.1764,0.7366
2024-11-19 00:00:00,United Arab Emirates,Qatar,2.53,3.16,2.65,0.3629,0.2906,0.3465
2024-11-18 00:00:00,Samoa,New Zealand,68.38,43.25,1.0,0.0141,0.0223,0.9636
2024-11-18 00:00:00,Tahiti,Vanuatu,1.55,4.01,4.69,0.5824,0.2251,0.1925
2024-11-17 00:00:00,Fiji,New Caledonia,2.42,3.04,2.73,0.3728,0.2968,0.3305
2024-11-17 00:00:00,Papua New Guinea,Solomon Islands,2.07,3.51,2.98,0.4378,0.2582,0.3041
2024-11-16 00:00:00,Peru,Chile,2.21,2.73,4.01,0.4236,0.3429,0.2335
2024-11-16 00:00:00,Uruguay,Colombia,2.21,3.03,3.5,0.4236,0.309,0.2675
2024-11-15 00:00:00,Ecuador,Bolivia,1.17,6.86,16.25,0.8048,0.1373,0.0579
2024-11-15 00:00:00,Indonesia,Japan,11.12,5.74,1.21,0.0825,0.1597,0.7578
2024-11-15 00:00:00,New Zealand,Vanuatu,1.01,18.2,35.6,0.9226,0.0512,0.0262
2024-11-15 00:00:00,Samoa,Tahiti,10.72,6.36,1.17,0.0844,0.1423,0.7733
2024-11-14 00:00:00,Australia,Saudi Arabia,1.93,3.05,4.09,0.4751,0.3007,0.2242
2024-11-14 00:00:00,Bahrain,China,1.61,3.43,5.55,0.5684,0.2668,0.1649
2024-11-14 00:00:00,Iraq,Jordan,2.13,2.88,3.6,0.429,0.3172,0.2538
2024-11-14 00:00:00,Kuwait,South Korea,12.58,5.92,1.19,0.073,0.1551,0.7718
2024-11-14 00:00:00,North Korea,Iran,9.48,4.49,1.31,0.0966,0.204,0.6993
2024-11-14 00:00:00,Oman,Palestine,1.82,2.99,4.74,0.5018,0.3055,0.1927
2024-11-14 00:00:00,Papua New Guinea,Fiji,5.45,4.12,1.47,0.1658,0.2194,0.6148
2024-11-14 00:00:00,Paraguay,Argentina,4.85,3.13,1.85,0.1934,0.2996,0.507
2024-11-14 00:00:00,Qatar,Uzbekistan,2.84,2.98,2.47,0.3223,0.3071,0.3706
2024-11-14 00:00:00,Solomon Islands,New Caledonia,4.4,3.35,1.7,0.204,0.268,0.528
2024-11-14 00:00:00,United Arab Emirates,Kyrgyzstan,1.51,3.66,6.38,0.6063,0.2502,0.1435
2024-11-14 00:00:00,Venezuela,Brazil,6.68,3.8,1.53,0.1404,0.2468,0.6129
2024-10-16 00:00:00,Argentina,Bolivia,1.05,12.19,29.46,0.8914,0.0768,0.0318
2024-10-16 00:00:00,Brazil,Peru,1.19,6.2,16.46,0.791,0.1518,0.0572
